comments,details,issueType,details,priority,details,affectsVersion,details,status,details,resolution,details,patchInfo,details,estimatedComplexity,details,fixVersion,0,details,fixVersion,1,details,fixVersion,2,details,components,0,details,labels,0,people,assignee,people,reporter,people,votes,people,watchers,dates,createAt,dates,createdAtTimestamp,dates,updatedAt,dates,updatedAtTimestamp,dates,resolvedAt,dates,resolvedAtTimestamp,description,description,0,description,description,1,description,description,2,description,description,3,description,description,4,description,description,5,description,description,6,description,description,7,description,description,8
," Bug "," Minor ","2.18.0","Resolved"," Fixed ","Patch Available","Unknown","2.17.5","2.18.2","2.19.0","camel-swagger","None","Claus Ibsen","Bob Paulin",0.0,4.0,"14/Dec/16 14:42","2016-12-14T14:42:08+0000","15/Dec/16 14:26","2016-12-15T14:26:13+0000","14/Dec/16 15:31","2016-12-14T15:31:58+0000","Assume I have rest path","<div class=\"code panel\" style=\"border-width: 1px;\">\n <div class=\"codeContent panelContent\">\n  <pre class=\"code-java\"><span class=\"code-keyword\">rest</span>(<span class=\"code-quote\">\"/test\"</span>).get().type(ClassA.class).to(<span class=\"code-quote\">\"direct:someRoute\"</span>);\n\n<span class=\"code-keyword\">rest</span>(<span class=\"code-quote\">\"/testSub\"</span>).get().type(ClassB.class).to(<span class=\"code-quote\">\"direct:someOtherRoute\"</span>);\n</pre>\n </div>\n</div>","And in the type ClassA contains a reference to ClassB.","Within the Swagger Doc the path for ClassA renders as expected:","<div class=\"code panel\" style=\"border-width: 1px;\">\n <div class=\"codeContent panelContent\">\n  <pre class=\"code-java\">/test:\n    get:\n      responses:\n        200:\n          schema:\n            $ref: <span class=\"code-quote\">'#/definitions/ClassA'</span>\n</pre>\n </div>\n</div>","However ClassB gets a string parameter scheme","<div class=\"code panel\" style=\"border-width: 1px;\">\n <div class=\"codeContent panelContent\">\n  <pre class=\"code-java\"> \n/testSub:\n    get:\n      responses:\n        200:\n          schema:\n             type : <span class=\"code-quote\">'string'</span>\n             format : <span class=\"code-quote\">'com.ClassB'</span>\n</pre>\n </div>\n</div>","However I'd expect it to be:","<div class=\"code panel\" style=\"border-width: 1px;\">\n <div class=\"codeContent panelContent\">\n  <pre class=\"code-java\">/testSub:\n    get:\n      responses:\n        200:\n          schema:\n            $ref: <span class=\"code-quote\">'#/definitions/ClassB'</span>\n</pre>\n </div>\n</div>"
